역번호,역사명,노선명,환승역구분,환승노선명
0226,감전,부산 도시철도 2호선,일반역,
0227,사상,부산 도시철도 2호선,환승역,부산 도시철도 2호선+부산김해경전철
0228,덕포,부산 도시철도 2호선,일반역,
0229,모덕,부산 도시철도 2호선,일반역,
0230,모라,부산 도시철도 2호선,일반역,
0231,구남,부산 도시철도 2호선,일반역,
0232,구명,부산 도시철도 2호선,일반역,
0233,덕천,부산 도시철도 2호선,환승역,부산 도시철도 2호선+부산 도시철도 3호선
0234,수정,부산 도시철도 2호선,일반역,
0235,화명,부산 도시철도 2호선,일반역,
0236,율리,부산 도시철도 2호선,일반역,
0237,동원,부산 도시철도 2호선,일반역,
0238,금곡,부산 도시철도 2호선,일반역,
0239,호포,부산 도시철도 2호선,일반역,
0240,증산,부산 도시철도 2호선,일반역,
0241,부산대양산캠퍼스,부산 도시철도 2호선,일반역,
0242,남양산,부산 도시철도 2호선,일반역,
0243,양산,부산 도시철도 2호선,일반역,
0301,수영,부산 도시철도 3호선,환승역,부산 도시철도 2호선+부산 도시철도 3호선
0302,망미,부산 도시철도 3호선,일반역,
0303,배산,부산 도시철도 3호선,일반역,
0304,물만골,부산 도시철도 3호선,일반역,
0305,연산,부산 도시철도 3호선,환승역,부산 도시철도 1호선+부산 도시철도 3호선
0306,거제,부산 도시철도 3호선,환승역,부산 도시철도 3호선+동해선
0307,종합운동장,부산 도시철도 3호선,일반역,
0308,사직,부산 도시철도 3호선,일반역,
0309,미남,부산 도시철도 3호선,환승역,부산 도시철도 3호선+부산 경량도시철도 4호선
0310,만덕,부산 도시철도 3호선,일반역,
0311,남산정,부산 도시철도 3호선,일반역,
0312,숙등,부산 도시철도 3호선,일반역,
0313,덕천,부산 도시철도 3호선,환승역,부산 도시철도 2호선+부산 도시철도 3호선
0314,구포,부산 도시철도 3호선,일반역,
0315,강서구청,부산 도시철도 3호선,일반역,
0316,체육공원,부산 도시철도 3호선,일반역,
0317,대저,부산 도시철도 3호선,환승역,부산 도시철도 3호선+부산김해경전철
0001,사상,부산김해경전철,환승역,부산김해경전철+부산 도시철도 2호선
0002,괘법르네시떼,부산김해경전철,일반역,
0003,서부산유통지구,부산김해경전철,일반역,
0004,공항,부산김해경전철,일반역,
0005,덕두,부산김해경전철,일반역,
0006,등구,부산김해경전철,일반역,
0007,대저,부산김해경전철,환승역,부산김해경전철+부산 도시철도 3호선
0008,평강,부산김해경전철,일반역,
0009,대사,부산김해경전철,일반역,
0010,불암,부산김해경전철,일반역,
0011,지내,부산김해경전철,일반역,
0012,김해대학,부산김해경전철,일반역,
0013,인제대,부산김해경전철,일반역,
0014,김해시청,부산김해경전철,일반역,
0015,부원,부산김해경전철,일반역,
0016,봉황,부산김해경전철,일반역,
0017,수로왕릉,부산김해경전철,일반역,
0018,박물관,부산김해경전철,일반역,
0019,연지공원,부산김해경전철,일반역,
0020,장신대,부산김해경전철,일반역,
0021,가야대,부산김해경전철,일반역,
1014,청량리역,분당선,환승역,"1호선, 경춘선, 경의중앙선"
1013,왕십리역,분당선,환승역,"2호선, 5호선, 경의중앙선"
1847,서울숲역,분당선,일반역,
1848,압구정로데오역,분당선,일반역,
1849,강남구청역,분당선,환승역,7호선
1850,선정릉역,분당선,환승역,9호선
1023,선릉역,분당선,환승역,2호선
1024,한티역,분당선,일반역,
1025,도곡역,분당선,환승역,3호선
1026,구룡역,분당선,일반역,
1027,개포동역,분당선,일반역,
1028,대모산입구역,분당선,일반역,
1030,수서역,분당선,환승역,3호선
1031,복정역,분당선,환승역,8호선
1851,가천대역,분당선,일반역,
1852,태평역,분당선,일반역,
1853,모란역,분당선,환승역,8호선
1854,야탑역,분당선,일반역,
1860,이매역,분당선,환승역,경강선
1855,서현역,분당선,일반역,
1856,수내역,분당선,일반역,
1857,정자역,분당선,환승역,신분당선
1858,미금역,분당선,일반역,
1859,오리역,분당선,일반역,
1862,죽전역,분당선,일반역,
1861,보정역,분당선,일반역,
1863,구성역,분당선,일반역,
1864,신갈역,분당선,일반역,
1865,기흥역,분당선,환승역,용인경전철
1866,상갈역,분당선,일반역,
1867,청명역,분당선,일반역,
1868,영통역,분당선,일반역,
1869,망포역,분당선,일반역,
1870,매탄권선역,분당선,일반역,
1871,수원시청역,분당선,일반역,
1872,매교역,분당선,일반역,
1846,수원(분당)역,분당선,환승역,경부선
4101,개화,서울 도시철도 9호선,도시철도 일반역,
4102,김포공항,서울 도시철도 9호선,도시철도 환승역,"서울 도시철도 5호선
인천국제공항선
김포골드라인
서해선"
4103,공항시장,서울 도시철도 9호선,도시철도 일반역,
4104,신방화,서울 도시철도 9호선,도시철도 일반역,
4105,마곡나루,서울 도시철도 9호선,도시철도 환승역,인천국제공항선
4106,양천향교,서울 도시철도 9호선,도시철도 일반역,
4107,가양,서울 도시철도 9호선,도시철도 일반역,
4108,증미,서울 도시철도 9호선,도시철도 일반역,
4109,등촌,서울 도시철도 9호선,도시철도 일반역,
4110,염창,서울 도시철도 9호선,도시철도 일반역,
4111,신목동,서울 도시철도 9호선,도시철도 일반역,
4112,선유도,서울 도시철도 9호선,도시철도 일반역,
4113,당산,서울 도시철도 9호선,도시철도 환승역,서울 도시철도 2호선
4114,국회의사당,서울 도시철도 9호선,도시철도 일반역,
4115,여의도,서울 도시철도 9호선,도시철도 환승역,서울 도시철도 5호선
4116,샛강,서울 도시철도 9호선,도시철도 환승역,서울 경량도시철도 신림선
4117,노량진,서울 도시철도 9호선,도시철도 환승역,경부선
4118,노들,서울 도시철도 9호선,도시철도 일반역,
4119,흑석(중앙대입구),서울 도시철도 9호선,도시철도 일반역,
4120,동작(현충원),서울 도시철도 9호선,도시철도 환승역,서울 도시철도 4호선
4121,구반포,서울 도시철도 9호선,도시철도 일반역,
4122,신반포,서울 도시철도 9호선,도시철도 일반역,
4123,고속터미널,서울 도시철도 9호선,도시철도 환승역,"서울 도시철도 3호선
서울 도시철도 7호선"
4124,사평,서울 도시철도 9호선,도시철도 일반역,
4125,신논현,서울 도시철도 9호선,도시철도 환승역,신분당선
1980,김포공항역,서해선,일반역,
1981,원종역,서해선,일반역,
1982,부천종합운동장역,서해선,일반역,7호선
1814,소사역,서해선,환승역,경인선
4805,소새울역,서해선,일반역,
4806,시흥대야역,서해선,일반역,
4807,신천역,서해선,일반역,
4808,신현역,서해선,일반역,
4809,시흥시청역,서해선,일반역,
4810,시흥능곡역,서해선,일반역,
4811,달미역,서해선,일반역,
4812,선부역,서해선,일반역,
4813,초지역,서해선,환승역,"수인선, 과천안산선"
4814,시우역,서해선,일반역,
4815,원시역,서해선,일반역,
4126,언주,수도권  도시철도 9호선,도시철도 일반역,
4127,선정릉,수도권  도시철도 9호선,도시철도 환승역,수인분당선
4128,삼성중앙,수도권  도시철도 9호선,도시철도 일반역,
4129,봉은사,수도권  도시철도 9호선,도시철도 일반역,
4130,종합운동장,수도권  도시철도 9호선,도시철도 환승역,수도권  도시철도 2호선
4131,삼전,수도권  도시철도 9호선,도시철도 일반역,
4132,석촌고분,수도권  도시철도 9호선,도시철도 일반역,
4133,석촌,수도권  도시철도 9호선,도시철도 환승역,수도권  도시철도 8호선
4134,송파나루,수도권  도시철도 9호선,도시철도 일반역,
4135,한성백제,수도권  도시철도 9호선,도시철도 일반역,
4136,올림픽공원(한국체대),수도권  도시철도 9호선,도시철도 환승역,수도권  도시철도 5호선
4137,둔촌오륜,수도권  도시철도 9호선,도시철도 일반역,
4138,중앙보훈병원,수도권  도시철도 9호선,도시철도 일반역,
S401,샛강,수도권 경량도시철도 신림선,도시철도 환승역,수도권  도시철도 9호선
S402,대방,수도권 경량도시철도 신림선,도시철도 환승역,수도권  광역철도 1호선
S403,서울지방병무청,수도권 경량도시철도 신림선,도시철도 일반역,
S404,보라매,수도권 경량도시철도 신림선,도시철도 환승역,수도권  도시철도 7호선
S405,보라매공원,수도권 경량도시철도 신림선,도시철도 일반역,
S406,보라매병원,수도권 경량도시철도 신림선,도시철도 일반역,
S407,당곡,수도권 경량도시철도 신림선,도시철도 일반역,
S408,신림,수도권 경량도시철도 신림선,도시철도 환승역,수도권  도시철도 2호선
S409,서원,수도권 경량도시철도 신림선,도시철도 일반역,
S410,서울대벤처타운,수도권 경량도시철도 신림선,도시철도 일반역,
S411,관악산,수도권 경량도시철도 신림선,도시철도 일반역,
1873,고색역,수인선,일반역,
1874,오목천역,수인선,일반역,
1875,어천역,수인선,일반역,
1876,야목역,수인선,일반역,
1877,사리역,수인선,일반역,
1755,한대앞역,수인선,일반역,
1756,중앙역,수인선,일반역,
1757,고잔역,수인선,일반역,
1758,초지역,수인선,환승역,"안산과천선, 서해선"
1759,안산역,수인선,일반역,
1760,신길온천역,수인선,일반역,
1761,정왕역,수인선,일반역,
1762,오이도역,수인선,일반역,
1878,달월역,수인선,일반역,
1879,월곶역,수인선,일반역,
1880,소래포구역,수인선,일반역,
1881,인천논현역,수인선,일반역,
1882,호구포역,수인선,일반역,
1883,남동인더스파크역,수인선,일반역,
1884,원인재역,수인선,환승역,인천1호선
1885,연수역,수인선,일반역,
1886,송도역,수인선,일반역,
1888,인하대역,수인선,일반역,
1889,숭의역,수인선,일반역,
1890,신포역,수인선,일반역,
1891,인천,수인선,환승역,수인분당선
D004,신사,신분당선,도시철도 환승역,수도권 광역철도 신분당선
D005,논현,신분당선,도시철도 환승역,수도권 광역철도 신분당선
D006,신논현,신분당선,도시철도 환승역,수도권 광역철도 신분당선
D007,강남,신분당선,도시철도 환승역,수도권 광역철도 신분당선
D008,양재(서초구청),신분당선,도시철도 환승역,수도권 광역철도 신분당선
D009,양재시민의숲(매헌),신분당선,도시철도 일반역,
D010,청계산입구,신분당선,도시철도 일반역,
D011,판교,신분당선,도시철도 환승역,수도권 광역철도 신분당선
D012,정자,신분당선,도시철도 환승역,수도권 광역철도 신분당선
D013,미금,신분당선,도시철도 환승역,수도권 광역철도 신분당선
D014,동천,신분당선,도시철도 일반역,
D015,수지구청,신분당선,도시철도 일반역,
D016,성복,신분당선,도시철도 일반역,
D017,상현,신분당선,도시철도 일반역,
D018,광교중앙(아주대),신분당선,도시철도 일반역,
D019,광교(경기대),신분당선,도시철도 일반역,
1450,선바위역,안산과천선,일반역,
1451,경마공원역,안산과천선,일반역,
1452,대공원역,안산과천선,일반역,
1453,과천역,안산과천선,일반역,
1454,정부과천청사역,안산과천선,일반역,
1455,인덕원역,안산과천선,일반역,
1456,평촌역,안산과천선,일반역,
1457,범계역,안산과천선,일반역,
1751,산본역,안산과천선,일반역,
1763,수리산역,안산과천선,일반역,
1752,대야미역,안산과천선,일반역,
1753,반월역,안산과천선,일반역,
1754,상록수역,안산과천선,일반역,
1756,중앙역,안산과천선,일반역,
1755,한대앞역,안산과천선,일반역,
1757,고잔역,안산과천선,일반역,
1758,초지역,안산과천선,환승역,"수인선, 서해선"
1759,안산역,안산과천선,일반역,
1760,신길온천역,안산과천선,일반역,
1761,정왕역,안산과천선,일반역,
1762,오이도역,안산과천선,일반역,
Y110,기흥(백남준아트센터),에버라인,도시철도 환승역,수도권  경량도시철도 에버라인
Y111,강남대,에버라인,도시철도 일반역,수도권  경량도시철도 에버라인
Y112,지석,에버라인,도시철도 일반역,수도권  경량도시철도 에버라인
Y113,어정,에버라인,도시철도 일반역,수도권  경량도시철도 에버라인
Y114,동백(용인세브란스),에버라인,도시철도 일반역,수도권  경량도시철도 에버라인
Y115,초당,에버라인,도시철도 일반역,수도권  경량도시철도 에버라인
Y116,삼가,에버라인,도시철도 일반역,수도권  경량도시철도 에버라인
Y117,시청·용인대,에버라인,도시철도 일반역,수도권  경량도시철도 에버라인
Y118,명지대,에버라인,도시철도 일반역,수도권  경량도시철도 에버라인
Y119,김량장,에버라인,도시철도 일반역,수도권  경량도시철도 에버라인
Y120,용인중앙시장(용인예술과학대),에버라인,도시철도 일반역,수도권  경량도시철도 에버라인
Y121,고진,에버라인,도시철도 일반역,수도권  경량도시철도 에버라인
Y122,보평,에버라인,도시철도 일반역,수도권  경량도시철도 에버라인
Y123,둔전,에버라인,도시철도 일반역,수도권  경량도시철도 에버라인
Y124,전대·에버랜드,에버라인,도시철도 일반역,수도권  경량도시철도 에버라인
S110,북한산우이,우이신설선,도시철도 일반역,
S111,솔밭공원,우이신설선,도시철도 일반역,
S112,4.19민주묘지,우이신설선,도시철도 일반역,
S113,가오리,우이신설선,도시철도 일반역,
S114,화계,우이신설선,도시철도 일반역,
S115,삼양,우이신설선,도시철도 일반역,
S116,삼양사거리,우이신설선,도시철도 일반역,
S117,솔샘,우이신설선,도시철도 일반역,
S118,북한산보국문,우이신설선,도시철도 일반역,
S119,정릉,우이신설선,도시철도 일반역,
S120,성신여대입구,우이신설선,도시철도 환승역,수도권 광역철도 4호선
S121,보문,우이신설선,도시철도 환승역,수도권 도시철도 6호선
S122,신설동,우이신설선,도시철도 환승역,수도권 광역철도 1호선
U110,발곡,의정부,도시철도 일반역,
U111,회룡,의정부,도시철도 환승역,의정부+서울 광역철도 1호선
U112,범골,의정부,도시철도 일반역,
U113,경전철의정부,의정부,도시철도 일반역,
U114,의정부시청,의정부,도시철도 일반역,
U115,흥선,의정부,도시철도 일반역,
U117,의정부중앙,의정부,도시철도 일반역,
U118,동오,의정부,도시철도 일반역,
U119,새말,의정부,도시철도 일반역,
U120,경기도청북부청사,의정부,도시철도 일반역,
U121,효자,의정부,도시철도 일반역,
U122,곤제,의정부,도시철도 일반역,
U123,어룡,의정부,도시철도 일반역,
U124,송산,의정부,도시철도 일반역,
U125,탑석,의정부,도시철도 일반역,
A01,서울,인천국제공항선,환승역,서울 도시철도 1호선+서울 도시철도 4호선+경의선
A02,공덕,인천국제공항선,환승역,서울 도시철도 5호선+서울 도시철도 6호선+경의중앙선
A03,홍대입구,인천국제공항선,환승역,서울 도시철도 2호선+경의중앙선
A04,디지털미디어시티,인천국제공항선,환승역,서울 도시철도 6호선+경의중앙선
A042,마곡나루,인천국제공항선,환승역,서울 도시철도 9호선
A05,김포공항,인천국제공항선,환승역,서울 도시철도 5호선+서울 도시철도 9호선+김포도시철도
A06,계양,인천국제공항선,환승역,인천 도시철도 1호선
A07,검암,인천국제공항선,환승역,인천 도시철도 2호선
A071,청라국제도시,인천국제공항선,일반역,
A072,영종,인천국제공항선,일반역,
A08,운서,인천국제공항선,일반역,
A09,공항화물청사,인천국제공항선,일반역,
A10,인천공항1터미널,인천국제공항선,환승역,자기부상철도
A11,인천공항2터미널,인천국제공항선,일반역,
3110,계양,인천지하철 1호선,환승역,공항철도
3111,귤현,인천지하철 1호선,일반역,-
3112,박촌,인천지하철 1호선,일반역,-
3113,임학,인천지하철 1호선,일반역,-
3114,계산,인천지하철 1호선,일반역,-
3115,경인교대입구,인천지하철 1호선,일반역,-
3116,작전,인천지하철 1호선,일반역,-
3117,갈산,인천지하철 1호선,일반역,-
3118,부평구청,인천지하철 1호선,환승역,7호선
3119,부평시장,인천지하철 1호선,일반역,-
3120,부평,인천지하철 1호선,환승역,경인선
3121,동수,인천지하철 1호선,일반역,-
3122,부평삼거리,인천지하철 1호선,일반역,-
3123,간석오거리,인천지하철 1호선,일반역,-
3124,인천시청,인천지하철 1호선,일반역,-
3125,예술회관,인천지하철 1호선,일반역,-
3126,인천터미널,인천지하철 1호선,일반역,-
3127,문학경기장,인천지하철 1호선,일반역,-
3128,선학,인천지하철 1호선,일반역,-
3129,신연수,인천지하철 1호선,일반역,-
3130,원인재,인천지하철 1호선,환승역,수인분당선
3131,동춘,인천지하철 1호선,일반역,-
3132,동막,인천지하철 1호선,일반역,-
3133,캠퍼스타운,인천지하철 1호선,일반역,-
3134,테크노파크,인천지하철 1호선,일반역,-
3135,지식정보단지,인천지하철 1호선,일반역,-
3136,인천대입구,인천지하철 1호선,일반역,-
3137,센트럴파크,인천지하철 1호선,일반역,-
3138,국제업무지구,인천지하철 1호선,일반역,-
3139,송도달빛축제공원,인천지하철 1호선,일반역,-
3201,검단오류,인천지하철 2호선,일반역,-
3202,왕길,인천지하철 2호선,일반역,-
3203,검단사거리,인천지하철 2호선,일반역,-
3204,마전,인천지하철 2호선,일반역,-
3205,완정,인천지하철 2호선,일반역,-
3206,독정,인천지하철 2호선,일반역,-
3207,검암,인천지하철 2호선,환승역,공항철도
3208,검바위,인천지하철 2호선,일반역,-
3209,아시아드경기장,인천지하철 2호선,일반역,-
3210,서구청,인천지하철 2호선,일반역,-
3211,가정(루원시티),인천지하철 2호선,일반역,-
3212,가정중앙시장,인천지하철 2호선,일반역,-
3213,석남(거북시장),인천지하철 2호선,환승역,7호선
3214,서부여성회관,인천지하철 2호선,일반역,-
3215,인천가좌,인천지하철 2호선,일반역,-
3216,가재울,인천지하철 2호선,일반역,-
3217,주안국가산단,인천지하철 2호선,일반역,-
3218,주안,인천지하철 2호선,환승역,경인선
3219,시민공원,인천지하철 2호선,일반역,-
3220,석바위시장,인천지하철 2호선,일반역,-
3221,인천시청,인천지하철 2호선,환승역,인천1호선
3222,석천사거리,인천지하철 2호선,일반역,-
3223,모래내시장,인천지하철 2호선,일반역,-
3224,만수,인천지하철 2호선,일반역,-
3225,남동구청,인천지하철 2호선,일반역,-
3226,인천대공원,인천지하철 2호선,일반역,-
3227,운연,인천지하철 2호선,일반역,-
1949,지축역,일산선,일반역,
1950,삼송역,일산선,일반역,
1948,원흥역,일산선,일반역,
1951,원당역,일산선,일반역,
1952,화정역,일산선,일반역,
1953,대곡역,일산선,환승역,경의중앙선
1954,백석역,일산선,일반역,
1955,마두역,일산선,일반역,
1956,정발산역,일산선,일반역,
1957,주엽역,일산선,일반역,
1958,대화역,일산선,일반역,
101,인천국제공항역,자기부상철도,환승역,공항선
102,장기주차장역,자기부상철도,일반역,
103,합동청사역,자기부상철도,일반역,
104,파라다이스시티역,자기부상철도,일반역,
105,워터파크역,자기부상철도,일반역,
106,용유역,자기부상철도,일반역,
0408,별내별가람역,진접선,일반역,
0406,오남역,진접선,일반역,
0405,진접역,진접선,일반역,